URN,LANAME,SCHNAME,OFSTEDRATING,STREET,LOCALITY,TOWN,ISPRIMARY,ISSECONDARY,ISPOST16,GENDER
132800,Greenwich,Conway Primary School,Good,Gallosson Road,,London,1,0,0,Mixed
132812,Newham,Plaistow Primary School,Good,Junction Road,Plaistow,London,1,0,0,Mixed
132827,Greenwich,Eglinton Primary School,Requires improvement,Paget Rise,,London,1,0,0,Mixed
132838,Camden,LaSWAP Sixth Form,,C/O William Ellis School,Highgate Road,London,0,0,1,Mixed
132848,Waltham Forest,Lantern of Knowledge Secondary School,Good,30-36 Lindley Road,Leyton,London,1,1,0,Boys
133288,Tower Hamlets,St Elizabeth Catholic Primary School,Good,Bonner Road,Bethnal Green,London,1,0,0,Mixed
133289,Tower Hamlets,Bishop Challoner Boys' School,Requires improvement,352 Commercial Road,,London,0,1,0,Boys
133307,Tower Hamlets,Mazahirul Uloom London School,Good,241-243 Mile End Road,Stepney,London,0,1,0,Boys
133315,Lambeth,Kings Avenue School,Good,Kings Avenue,,London,1,0,0,Mixed
133364,Barnet,Pardes House Primary School,Good,Hendon Lane,,London,1,0,0,Boys
133365,Barnet,Beis Yaakov Primary School,Good,373 Edgware Road,,London,1,0,0,Girls
133385,Brent,The School of the Islamic Republic of Iran,Inadequate,100 Carlton Vale,,London,1,1,0,Mixed
133386,Haringey,Greig City Academy,Good,High Street,Hornsey,London,0,1,1,Mixed
133401,Greenwich,Waterside School,Outstanding,Robert Street,,London,1,0,0,Mixed
133439,Hackney,Side By Side School,Good,Avigdor Mews,Lordship Road,London,1,1,1,Mixed
133440,Lambeth,The Livity School,Good,Adare Walk,Streatham,London,1,0,0,Mixed
133442,Lambeth,The Michael Tippett School,Special Measures,Heron Road,Herne Hill,London,0,1,1,Mixed
133444,Ealing,Ealing Independent College,,83 New Broadway,Ealing,London,0,1,1,Mixed
133447,Lewisham,Kings Kids Christian School,Good,100 Woodpecker Road,,London,1,0,0,Mixed
133449,Hackney,Al-Falah Primary School,Good,48 Kenninghall Road,Clapton,London,1,0,0,Mixed
133486,Hounslow,The William Hogarth Primary School,Good,Duke Road,Chiswick,London,1,0,0,Mixed
133517,Waltham Forest,Noor Ul Islam Primary School,Good,135 Dawlish Road,Leyton,London,1,0,0,Mixed
133533,Barnet,Nancy Reuben Primary School,,48 Finchley Lane,Hendon,London,1,0,0,Mixed
133545,Hammersmith and Fulham,William Morris Sixth Form,Good,St Dunstan's Road,,London,0,0,1,Mixed
133553,Barnet,Torah Vodaas,Inadequate,Brent Park Road,West Hendon Broadway,London,1,0,0,Boys
133574,Tower Hamlets,Lansbury Lawrence Primary School,Outstanding,Cordelia Street,Poplar,London,1,0,0,Mixed
133584,Lambeth,Loughborough Primary School,Good,Minet Road,Brixton,London,1,0,0,Mixed
133599,Hackney,Yesodey Hatorah Senior Girls School,Good,Egerton Road,Stamford Hill,London,0,1,0,Girls
133608,Hackney,The Brooke House Sixth Form College,Good,Kenninghall Road,,London,0,1,1,Mixed
133646,Tower Hamlets,Al-Mizan School,Good,46 Whitechapel Road,,London,1,0,0,Mixed
133662,Lambeth,Jubilee Primary School,Good,Tulse Hill,,London,1,0,0,Mixed
133669,Hackney,St. Dominic's Catholic Primary School,Good,Ballance Road,,London,1,0,0,Mixed
133707,Haringey,The Mulberry Primary School,Good,Parkhurst Road,Tottenham,London,1,0,0,Mixed
133931,Redbridge,Oakdale Junior School,Good,Oakdale Road,Redbridge,London,1,0,0,Mixed
133932,Redbridge,Oakdale Infants' School,Good,Woodville Road,South Woodford,London,1,0,0,Mixed
133935,Redbridge,Churchfields Junior School,Outstanding,Churchfields,South Woodford,London,1,0,0,Mixed
133936,Redbridge,Churchfields Infants' School,Outstanding,Churchfields,South Woodford,London,1,0,0,Mixed
133992,Fieldwork Overseas Establishments,Haizira School,,C/O Fieldwork Education,30 Skylines Village,London,1,0,0,Not applicable
134009,Hammersmith and Fulham,Larmenier & Sacred Heart Catholic Primary School,Outstanding,41a Brook Green,Hammersmith,London,1,0,0,Mixed
134010,Hammersmith and Fulham,Parsons Green Prep School,,1 Fulham Park Road,,London,1,0,0,Mixed
134041,Wandsworth,Gatton (VA) Primary School,Outstanding,13e Broadwater Rd,Tooting,London,1,0,0,Mixed
134084,Haringey,Islamic Shakhsiyah Foundation,,First Floor,"277 St Anne's Road, Suffolk Road Entrance",London,1,1,0,Mixed
134142,Southwark,The Villa,Good,54 Lyndhurst Grove,,London,1,0,0,Mixed
134145,Wandsworth,Park House School,Outstanding,48 North Side,Wandsworth Common,London,1,0,0,Mixed
134160,Tower Hamlets,Malmesbury Primary School,Good,Coborn Street,Bow,London,1,0,0,Mixed
134192,Westminster,L'Ecole Bilingue Elementaire,,St David's Welsh Church,,London,1,0,0,Mixed
134222,Southwark,City of London Academy (Southwark),Good,240 Lynton Road,,London,0,1,1,Mixed
134225,Southwark,Harris Academy Peckham,Good,112 Peckham Road,,London,0,1,0,Mixed
134226,Brent,Harris Lowe Academy Willesden,Good,Doyle Gardens,Willesden,London,0,1,1,Mixed
134273,Hammersmith and Fulham,Normand Croft Community School for Early Years and Primary Education,Good,Bramber Road,,London,1,0,0,Mixed
134307,Enfield,Starks Field Primary School,Good,167 Church Street,Edmonton,London,1,0,0,Mixed
134314,Islington,St Mary Magdalene Academy,Outstanding,Liverpool Road,Islington,London,1,1,1,Mixed
134387,Fieldwork Overseas Establishments,"CSPC International School, Hui Yang",,C/O Fieldwork Education Ltd,30 Skylines Village,London,1,0,0,Not applicable
134402,Greenwich,Right Choice Independent Special School,Inadequate,First Floor,1-4 Beresford Square,London,0,1,1,Mixed
134417,Newham,Azhar Academy Girls School,Outstanding,"Block F, Tennyson Road",Forest Gate,London,1,1,0,Mixed
134507,Lambeth,The Orchard School,Outstanding,Christchurch Road,,London,1,0,0,Mixed
134577,Newham,Zakariya Primary School,Inadequate,447-451 Romford Road,Forest Gate,London,1,0,0,Mixed
134579,Waltham Forest,Walthamstow Montessori School,,Penryhn Hall,Penryhn Avenue,London,1,0,0,Mixed
134580,Enfield,Phoenix Academy,Good,85 Bounces Road,Edmonton,London,1,1,1,Mixed
134591,Newham,Madaniyah Foundation,Good,80 - 82 Stafford Rd,Forest Gate,London,1,0,0,Mixed
134627,Newham,Quwwat Ul Islam Girls' School,Good,16 Chaucer Road,Forest Gate,London,1,1,0,Girls
134664,Kensington and Chelsea,Notting Hill Prep School,,95 Lancaster Road,Notting Hill,London,1,1,0,Mixed
134668,Hounslow,Heathfield House School,,Turnham Green Church Hall,Heathfield Gardens,London,1,0,0,Mixed
134680,Haringey,Chestnuts Primary School,Good,Black Boy Lane,Tottenham,London,1,0,0,Mixed
134681,Haringey,North Harringay Primary School,Good,Falkland Road,Hornsey,London,1,0,0,Mixed
134693,Hackney,Mossbourne Community Academy,Outstanding,100 Downs Park Road,Hackney,London,0,1,1,Mixed
134764,Barnet,North London Grammar School,,110 Colindeep Lane,,London,1,1,1,Mixed
134782,Islington,The Gower School,,10 Cynthia Street,Barnsbury,London,1,0,0,Mixed
134810,Tower Hamlets,London East Academy,Good,46 Whitechapel Road,Whitechapel,London,0,1,0,Boys
134815,Lambeth,The Elms Academy,Good,Elms Road,Clapham,London,0,1,1,Mixed
134822,Westminster,Wetherby Preparatory School,,48 Bryanston Square,,London,1,1,0,Boys
134903,Southwark,Rye Oak Primary School,Good,Whorlton Road,,London,1,0,0,Mixed
134911,Westminster,Abingdon House School,,Broadley Terrace,,London,1,1,1,Mixed
135072,Barnet,Ellern Mede School Limited,Outstanding,Holcombe Hill,Ridgeway,London,1,1,1,Mixed
135073,Lewisham,Haberdashers' Hatcham College,Good,Pepys Road,,London,0,1,1,Mixed
135086,Barnet,Akiva School,Good,80 East End Road,,London,1,0,0,Mixed
135140,Camden,North Bridge House Preparatory,,1 Gloucester Avenue,,London,1,1,0,Mixed
135167,Camden,"Gloucester House, The Tavistock Children's Day Unit",Good,33 Daleham Gardens,,London,1,1,0,Mixed
135175,Hammersmith and Fulham,Parayhouse School,Good,Hammersmith and Fulham College,Gliddon Road,London,1,1,0,Mixed
135193,Waltham Forest,Our Lady and St George's Catholic Primary School,Good,Shernhall Street,Walthamstow,London,1,0,0,Mixed
135226,Barnet,Martin Primary School,Good,Plane Tree Walk,East Finchley,London,1,0,0,Mixed
135242,Westminster,Ark King Solomon Academy,Outstanding,Penfold Street,,London,1,1,1,Mixed
135249,Croydon,Harris Academy South Norwood,Good,Cumberlow Avenue,,London,0,1,1,Mixed
135264,Lewisham,St Matthew Academy,Good,St Joseph's Vale,,London,1,1,0,Mixed
135277,Wandsworth,L'Ecole de Battersea,Outstanding,Trott Street,Battersea,London,1,0,0,Mixed
135298,Brent,Maple Walk School,,62a Crownhill Road,,London,1,0,0,Mixed
135311,Croydon,Harris City Academy Crystal Palace,Outstanding,Maberley Road,Upper Norwood,London,0,1,1,Mixed
135315,Southwark,Ark Walworth Academy,Good,Shorncliffe Road,,London,0,1,1,Mixed
135316,Wandsworth,Ashcroft Technology Academy,Outstanding,100 West Hill,Wandsworth,London,0,1,1,Mixed
135373,Brent,Southover Partnership School,,288 Kingsbury Road,Roe Green Park,London,1,1,1,Mixed
135389,Lambeth,Ark Evelyn Grace Academy,Requires improvement,255 Shakespeare Road,Lambeth,London,0,1,0,Mixed
135409,Southwark,London Christian School,,40 Tabard Street,,London,1,0,0,Mixed
135507,Barnet,Wren Academy Finchley,Outstanding,Hilton Avenue,North Finchley,London,1,1,1,Mixed
135531,Kensington and Chelsea,Chelsea Academy,Good,Lots Road,Chelsea,London,0,1,1,Mixed
135534,Haringey,TreeHouse School,Outstanding,Woodside Avenue,Muswell Hill,London,1,1,1,Mixed
135584,Southwark,Ark Globe Academy,Good,Harper Road,,London,1,1,1,Mixed
135587,Islington,City of London Academy Islington,Outstanding,Prebend Street,Islington,London,0,1,1,Mixed
135614,Lambeth,Iqra Primary School,Outstanding,127 Park Hill,Off Clarence Avenue,London,1,0,0,Mixed
135616,Kensington and Chelsea,Snowflake School,Good,10-14 CRown Street,Acton,London,1,1,0,Mixed
135676,Westminster,Pimlico Academy,Good,Lupus Street,Pimlico,London,0,1,1,Mixed
135683,Haringey,Kestrel House School,Outstanding,104 Crouch Hill,Crouch End,London,1,1,0,Mixed
135729,Hammersmith and Fulham,London Vocational Ballet School,Good,58 Bulwer Street,,London,1,1,0,Mixed
135762,Wandsworth,Saint John Bosco College,Good,Parkham Street,Battersea,London,0,1,1,Mixed
135794,Ealing,North West London Independent Special School,Good,85 Old Oak Common Lane,East Acton,London,1,1,1,Mixed
135816,Southwark,Harris Boys' Academy East Dulwich,Outstanding,Peckham Rye,East Dulwich,London,0,1,1,Boys
135831,Hounslow,Bedfont Primary School,Good,Hatton Road,Bedfont,London,1,0,0,Mixed
135835,Hackney,"The City Academy, Hackney",Good,Homerton Row,Hackney,London,0,1,1,Mixed
135843,Lewisham,Prendergast Vale School,Good,Elmira Street,Lewisham,London,1,1,0,Mixed
135901,Lewisham,Marathon Science School,Inadequate,1-9 Evelyn Street,Surrey Quays,London,1,1,1,Boys
135973,Brent,E-ACT Crest Academy,Good,Crest Road,,London,0,1,1,Mixed
135989,Tower Hamlets,Faraday School,,Old Gate House,7 Trinity Buoy Wharf,London,1,0,0,Mixed
136052,Newham,East London Independent School,Good,Welfare Road,1c Maryland Park,London,1,1,1,Mixed
136057,Kensington and Chelsea,Chepstow House School,,108a Lancaster Road,Notting Hill,London,1,0,0,Mixed
136092,Greenwich,Wize Up,Good,579 Westhorne Avenue,Eltham,London,0,1,0,Mixed
136100,Greenwich,StreetVibes Media Academy,Good,6 Eltham High Street,,London,0,1,1,Mixed
136110,Wandsworth,Roehampton Gate School,Good,Priory Lane,,London,1,1,1,Mixed
136137,Hackney,Skinners' Academy,Good,Woodberry Grove,,London,0,1,1,Mixed
136147,Enfield,Aylward Academy,Good,Windmill Road,Enfield,London,0,1,1,Mixed
136172,Hammersmith and Fulham,Hammersmith Academy,Good,25 Cathnor Road,,London,0,1,1,Mixed
136208,Richmond upon Thames,Richmond Park Academy,Good,Park Avenue,,London,0,1,1,Mixed
136231,Brent,Bnos Beis Yaakov Primary School,Good,Kingsbury Synagogue,Kingsbury Green,London,1,0,0,Girls
136263,Barnet,The Holmewood School,Outstanding,88 Woodside Park Road,,London,1,1,1,Mixed
136298,Southwark,The Charter School North Dulwich,Outstanding,Red Post Hill,,London,0,1,1,Mixed
136308,Barnet,Ashmole Academy,Good,Cecil Road,Southgate,London,0,1,1,Mixed
136309,Southwark,Kingsdale Foundation School,Outstanding,Alleyn Park,Dulwich,London,0,1,1,Mixed
136362,Waltham Forest,Roger Ascham Primary School,Good,1 Wigton Road,Walthamstow,London,1,0,0,Mixed
136364,Waltham Forest,Yardley Primary School,Outstanding,Hawkwood Crescent,,London,1,0,0,Mixed
136413,Waltham Forest,Hillyfield Primary Academy,Good,Higham Hill Road,,London,1,0,0,Mixed
136418,Barnet,The Compton School,Outstanding,Summers Lane,,London,0,1,1,Mixed
136423,Lewisham,Drumbeat School and ASD Service,Good,Roundtable Rd & Revelon Rd & Turnham Road,Downham and Brockley,London,1,1,1,Mixed
136445,Ealing,Christ the Saviour Church of England Primary School,Good,1 Springbridge Road,Ealing Broadway,London,1,0,0,Mixed
136450,Lambeth,Platanos College,Good,Clapham Road,,London,0,1,1,Mixed
136504,Hammersmith and Fulham,TLG West London,Good,Tasso Baptist Church,138 Greyhound Road,London,0,1,0,Mixed
136509,Merton,RR6,,C/O Ricards Lodge High School,Lake Road,London,0,0,1,Mixed
136665,Southwark,Dulwich Hamlet Junior School,Outstanding,Dulwich Village,,London,1,0,0,Mixed
136669,Newham,Brampton Manor Academy,Outstanding,Roman Road,,London,0,1,1,Mixed
136747,Kensington and Chelsea,SIAL,Good,154-156 Holland Park Avenue,,London,1,1,0,Mixed
136750,Hammersmith and Fulham,West London Free School,Good,241 King Street,,London,0,1,1,Mixed
136807,Camden,St Luke's Church of England School,Good,Kidderpore Avenue,,London,1,0,0,Mixed
136808,Haringey,Eden Primary,Good,79 Creighton Avenue,Muswell Hill,London,1,0,0,Mixed
136817,Hackney,Beis Yaakov Girls School,Good,11 Amhurst Park,London,London,1,0,0,Girls
136883,Wandsworth,Chestnut Grove Academy,Good,Chestnut Grove,Balham,London,0,1,1,Mixed
136932,Bexley,Willow Bank Primary School,Requires improvement,Seacourt Road,Thamesmead,London,1,0,0,Mixed
136938,Barnet,Etz Chaim Jewish Primary School,Good,20 Daws Lane,,London,1,0,0,Mixed
136952,Enfield,Woodpecker Hall Primary Academy,Good,Cuckoo Hall Lane,Edmonton,London,1,0,0,Mixed
136978,Newham,Stratford School Academy,Good,Upton Lane,Forest Gate,London,0,1,0,Mixed
137005,Wandsworth,Graveney School,Outstanding,Welham Road,Tooting,London,0,1,1,Mixed
137016,Tower Hamlets,"Canary Wharf College, East Ferry",Good,197 East Ferry Road,Isle of Dogs,London,1,0,0,Mixed
137035,Bromley,Stewart Fleming Primary School,Outstanding,Witham Road,Anerley,London,1,0,0,Mixed
137157,Hammersmith and Fulham,The London Oratory School,Outstanding,Seagrave Road,,London,1,1,1,Boys
137221,Ealing,Drayton Manor High School,Outstanding,Drayton Bridge Road,Hanwell,London,0,1,1,Mixed
137295,Lambeth,Corpus Christi Catholic Primary School,Outstanding,Trent Road,Lambeth,London,1,0,0,Mixed
137318,Hackney,Bnei Zion Community School,Inadequate,49 - 51 Ravensdale Road,,London,1,0,0,Boys
137323,Westminster,Ark Atwood Primary Academy,Outstanding,Amberley Road,Westminster,London,1,0,0,Mixed
137331,Hammersmith and Fulham,Ark Conway Primary Academy,Outstanding,60 Hemlock Road,Hammersmith,London,1,0,0,Mixed
137333,Camden,Guildhouse School,,43-45 Bloomsbury Square & 2 Southampton Place,,London,0,1,1,Mixed
137353,Westminster,The St Marylebone CofE School,Outstanding,64 Marylebone High Street,,London,0,1,1,Girls
137361,Barnet,Whitefield School,Good,Claremont Road,Cricklewood,London,0,1,1,Mixed
137386,Barnet,Mill Hill County High School,Good,Worcester Crescent,Mill Hill,London,0,1,1,Mixed
137388,Barnet,Christ's College Finchley,Good,East End Road,East Finchley,London,0,1,1,Mixed
137393,Islington,The New North Academy,Good,32 Popham Road,Islington,London,1,0,0,Mixed
137413,Southwark,Harris Primary Academy Peckham Park,Good,Marmont Road,Peckham,London,1,0,0,Mixed
137430,Lambeth,Oasis Academy Johanna,Good,Johanna Street,Lower Marsh,London,1,0,0,Mixed
137441,Lewisham,Tidemill Academy,Good,11 Giffin Street,,London,1,0,0,Mixed
137442,Hackney,Clapton Girls' Academy,Outstanding,Laura Place,Lower Clapton Road,London,0,1,1,Girls
137502,Barnet,Peninim,Good,37 Elmcroft Crescent,,London,1,0,0,Girls
137505,Hackney,Beis Ruchel D'Satmar London,Inadequate,117 Stamford Hill,,London,1,0,0,Girls
137531,Haringey,Alexandra Park School,Outstanding,Bidwell Gardens,,London,0,1,1,Mixed
137539,Barnet,Hasmonean High School for Boys,Good,Holders Hill Road,Hendon,London,0,1,1,Boys
137546,Ealing,Twyford Church of England High School,Outstanding,Twyford Crescent,,London,0,1,1,Mixed
137558,Waltham Forest,Highams Park School,Good,34 Handsworth Avenue,Highams Park,London,0,1,1,Mixed
137563,Wandsworth,Belleville Primary School,Outstanding,Belleville Road,Battersea,London,1,0,0,Mixed
137566,Islington,William Tyndale Primary School,Outstanding,Upper Street,,London,1,0,0,Mixed
137569,Ealing,Holy Family Catholic Primary School,Outstanding,Vale Lane,Acton,London,1,0,0,Mixed
137645,Barnet,Hendon School,Good,Golders Rise,Hendon,London,0,1,1,Mixed
137648,Southwark,"Redriff Primary, City of London Academy",Outstanding,Salter Road,Rotherhithe,London,1,0,0,Mixed
137682,Tower Hamlets,Sir William Burrough Primary School,Requires improvement,Salmon Lane,Limehouse,London,1,0,0,Mixed
137685,Brent,Kingsbury High School,Good,Princes Avenue,Kingsbury,London,0,1,1,Mixed
137745,Haringey,Mulberry Academy Woodside,Good,White Hart Lane,Wood Green,London,0,1,0,Mixed
137789,Tower Hamlets,Mulberry Academy Shoreditch,Good,Gosset Street,Bethnal Green,London,0,1,1,Mixed
137808,Hackney,Leaways School,Good,18 Theydon Road,,London,1,1,1,Mixed
137809,Hackney,Wiznitz Cheder School,Inadequate,126b Stamford Hill,Hackney,London,1,0,0,Boys
137907,Hounslow,Chiswick School,Good,Burlington Lane,Chiswick,London,0,1,1,Mixed
137935,Hammersmith and Fulham,Sacred Heart High School,Outstanding,212 Hammersmith Road,,London,0,1,1,Girls
137954,Lambeth,City Heights E-ACT Academy,Good,33 Abbots Park,Tulse Hill,London,0,1,1,Mixed
137966,Lambeth,St Martin in the Fields High School for Girls,Good,155 Tulse Hill,,London,0,1,1,Girls
137994,Brent,Saint Claudine's Catholic School for Girls,Good,Crownhill Road,,London,0,1,1,Girls
138051,Barnet,The Henrietta Barnett School,Good,Central Square,Hampstead Garden Suburb,London,0,1,1,Girls
138101,Hackney,TTD Gur School,Inadequate,17 Margaret Road,,London,1,0,0,Boys
138202,Tower Hamlets,Wapping High School,Good,153 Commercial Road,,London,0,1,0,Mixed
138221,Croydon,St Joseph's College,Good,Beulah Hill,,London,0,1,1,Boys
138245,Greenwich,Ark Greenwich Free School,Outstanding,403 Shooters Hill Road,,London,0,1,1,Mixed
138258,Waltham Forest,Emmanuel Community School,Requires improvement,The Drive,Walthamstow,London,1,0,0,Mixed
138267,Wandsworth,Ark Bolingbroke Academy,Good,Wakehurst Road,,London,0,1,1,Mixed
138272,Barnet,Rimon Jewish Primary School,Good,41a Dunstan Road,,London,1,0,0,Mixed
138276,Tower Hamlets,Solebay Primary - A Paradigm Academy,Outstanding,11 Solebay Street,,London,1,0,0,Mixed
138312,Westminster,Westminster City School,Good,55 Palace Street,,London,0,1,1,Boys
138313,Westminster,The Grey Coat Hospital,Outstanding,Greycoat Place,,London,0,1,1,Girls
138364,Waltham Forest,Willow Brook Primary School Academy,Outstanding,190 Church Road,Leyton,London,1,0,0,Mixed
138384,Bromley,Kings London,Good,25 Beckenham Road,,London,0,1,1,Mixed
138403,Newham,London Academy of Excellence,Outstanding,Broadway House,322 High Street,London,0,0,1,Mixed
138406,Wandsworth,Wandsworth Preparatory School,,The Old Library,2 Allfarthing Lane,London,1,0,0,Mixed
138446,Haringey,Harris Primary Academy Coleraine Park,Outstanding,Glendish Road,Tottenham,London,1,0,0,Mixed
138447,Haringey,Harris Primary Academy Philip Lane,Outstanding,Philip Lane,Tottenham,London,1,0,0,Mixed
138449,Greenwich,Harris Academy Greenwich,Outstanding,Middle Park Avenue,Eltham,London,0,1,1,Mixed
138454,Waltham Forest,Lime Academy Hornbeam,Good,Folly Lane,Walthamstow,London,1,1,1,Mixed
138547,Greenwich,Charlton Park Academy,Good,Charlton Park Road,Charlton,London,0,1,1,Mixed
138564,Tower Hamlets,Buttercup Primary School,Inadequate,181 Cannon Street Road,,London,1,0,0,Mixed
138588,Haringey,Noel Park Primary School,Outstanding,Gladstone Avenue,Wood Green,London,1,0,0,Mixed
138589,Haringey,Trinity Primary Academy,Outstanding,Bounds Green Road,Wood Green,London,1,0,0,Mixed
138599,Kensington and Chelsea,The Stewart Bilingual School,,85 Clarendon Road,,London,1,0,0,Mixed
138607,Hammersmith and Fulham,Lady Margaret School,Outstanding,Parson's Green,,London,0,1,1,Girls
138609,Brent,Queens Park Community School,Good,Aylestone Avenue,,London,0,1,1,Mixed
138612,Croydon,St Thomas Becket Catholic Primary School,Good,Becket Close,Birchanger Road,London,1,0,0,Mixed
138680,Hammersmith and Fulham,Ark Bentworth Primary Academy,Good,Bentworth Road,Westway,London,1,0,0,Mixed
138681,Wandsworth,Ark Putney Academy,Good,Pullman Gardens,Putney,London,0,1,1,Mixed
138682,Wandsworth,Southfields Academy,Good,333 Merton Road,Wandsworth,London,0,1,1,Mixed
138683,Westminster,Millbank Academy,Outstanding,Millbank Academy,,London,1,0,0,Mixed
138685,Barnet,Copthall School,Good,Pursley Road,Mill Hill,London,0,1,1,Girls
138690,Waltham Forest,Barclay Primary School,Outstanding,155 Canterbury Road,Leyton,London,1,0,0,Mixed
138691,Waltham Forest,Chingford Foundation School,Good,Nevin Drive,Chingford,London,0,1,1,Mixed
138771,Hounslow,The St Michael Steiner School,,Park Road,Hanworth Park,London,1,1,1,Mixed
138777,Camden,La Petite Ecole Bilingue,,22 Vicar's Road,,London,1,0,0,Mixed
138801,Newham,Hafs Academy,Inadequate,Unit 3,26 Maryland Road,London,1,1,0,Boys
138803,Lambeth,"Octavia House Schools, London",,214b Kennington Road,,London,1,1,1,Mixed
138859,Waltham Forest,South Chingford Foundation School,Good,Stadium Close,Chingford,London,0,1,1,Mixed
138960,Southwark,Sacred Heart Catholic School,Outstanding,Camberwell New Road,,London,0,1,1,Mixed
138961,Southwark,St Michael's Catholic College,Outstanding,Llewellyn Street,Bermondsey,London,0,1,1,Mixed
138966,Greenwich,Shooters Hill Sixth Form College,Good,Red Lion Lane,,London,0,0,1,Mixed
139016,Waltham Forest,The Woodside Primary Academy,Outstanding,Wood Street,,London,1,0,0,Mixed
139121,Richmond upon Thames,St Richard Reynolds Catholic High School,Outstanding,Clifden Road,Twickenham,London,0,1,1,Mixed
139122,Richmond upon Thames,St Richard Reynolds Catholic Primary School,Outstanding,Clifden Road,Twickenham,London,1,0,0,Mixed
139169,Haringey,St Ann's CE Primary School,Good,Avenue Road,,London,1,0,0,Mixed
139175,Haringey,St Michael's CofE Primary School,Good,Bounds Green Road,Wood Green,London,1,0,0,Mixed
139176,Haringey,St Paul's and All Hallows CofE Infant School,Good,Park Lane,,London,1,0,0,Mixed
139177,Haringey,St Paul's and All Hallows CofE Junior School,Good,Worcester Avenue,,London,1,0,0,Mixed
139239,Westminster,Eifa International School,Good,36 Portland Place,,London,1,1,1,Mixed
139240,Haringey,Holy Trinity CofE Primary School,Outstanding,Somerset Road,,London,1,0,0,Mixed
139259,Waltham Forest,Chapel End Junior Academy,Good,Roberts Road,Walthamstow,London,1,0,0,Mixed
139293,Waltham Forest,Connaught School for Girls,Good,Dyers Hall Road,Leytonstone,London,0,1,0,Girls
139317,Waltham Forest,Whittingham Primary Academy,Good,Higham Hill Road,Walthamstow,London,1,0,0,Mixed
139331,Lewisham,Rose House Montessori School,,St George's Church Hall,Vancouver Road,London,1,0,0,Mixed
139362,Haringey,St Thomas More Catholic School,Outstanding,Glendale Avenue,Wood Green,London,0,1,1,Mixed
139363,Haringey,Haringey Sixth Form College,Requires improvement,White Hart Lane,Tottenham,London,0,0,1,Mixed
139364,Hammersmith and Fulham,Fulham Cross Academy,Good,Kingwood Road,Fulham Palace Road,London,0,1,1,Mixed
139365,Hammersmith and Fulham,Fulham Cross Girls' School and Language College,Good,Munster Road,Fulham,London,0,1,0,Girls
139369,Westminster,St George's Catholic School,Outstanding,Lanark Road,Maida Vale,London,0,1,1,Mixed
139410,Barnet,St Andrew the Apostle Greek Orthodox School,Good,North London Business Park,,London,0,1,1,Mixed
139415,Westminster,Halcyon London International School,,33 Seymour Place,,London,0,1,1,Mixed
139417,Merton,The London Acorn School,,Morden Cottage,Morden Hall Park,London,1,0,0,Mixed
139418,Islington,The Courtyard Islington,Good,Holloway Road,Islington,London,0,1,1,Mixed
139423,Tower Hamlets,Our Lady and St Joseph Catholic Primary School,Good,Wades Place,Poplar,London,1,0,0,Mixed
139488,Ealing,Brentside Primary School,Good,Kennedy Road,Hanwell,London,1,0,0,Mixed
139489,Barnet,Deansbrook Junior School,Good,Hale Drive,Mill Hill,London,1,0,0,Mixed
139546,Hammersmith and Fulham,West London Free School Primary,Outstanding,Cambridge Grove,,London,1,0,0,Mixed
139549,Richmond upon Thames,Thomson House School,Outstanding,27 Sheen Lane,,London,1,0,0,Mixed
139562,Barnet,Alma Primary,Good,Friern Barnet Lane,Whetstone,London,1,0,0,Mixed
139587,Southwark,The Charter School Bermondsey,Good,Keeton's Road,,London,0,1,0,Mixed
139592,Wandsworth,Tooting Primary School,Outstanding,Franciscan Road,Tooting,London,1,0,0,Mixed
139594,Barnet,The Archer Academy,Outstanding,Eagans Close,,London,0,1,0,Mixed
139600,Westminster,The St Marylebone Church of England Bridge School,Good,Herries Street,,London,0,1,1,Mixed
139616,Haringey,Heartlands High School,Good,Station Road,Wood Green,London,0,1,0,Mixed
139633,Barnet,Parkfield Primary School,Good,St David's Place,Hendon,London,1,0,0,Mixed
139645,Kensington and Chelsea,Ark Brunel Primary Academy,Good,Middle Row,,London,1,0,0,Mixed
139659,Lambeth,Oasis Academy South Bank,Outstanding,75 Westminster Bridge Road,,London,0,1,1,Mixed
139672,Lewisham,Haberdashers' Hatcham Free School,Outstanding,Pepys Road,,London,1,0,0,Mixed
139678,Bromley,Harris Primary Academy Kent House,Outstanding,High Street,Penge,London,1,0,0,Mixed
139687,Wandsworth,Mosaic Jewish Primary School,Outstanding,170 Roehampton Lane,Roehampton,London,1,0,0,Mixed
139699,Ealing,Ark Priory Primary Academy,Outstanding,Acton Lane,,London,1,0,0,Mixed
139703,Newham,Harris Academy Chobham,Outstanding,40 Cheering Lane,,London,1,1,1,Mixed
139718,Southwark,Ark All Saints Academy,Good,140 Wyndham Road,Camberwell,London,0,1,1,Mixed
139723,Waltham Forest,Riverley Primary School,Outstanding,Park Road,Leyton,London,1,0,0,Mixed
139724,Waltham Forest,Sybourn Primary School,Outstanding,Sybourn Street,,London,1,0,0,Mixed
139775,Wandsworth,Rutherford House School,Good,217 Balham High Road,Balham,London,1,0,0,Mixed
139814,Hackney,"The Olive School, Hackney",Outstanding,32 St Johns Church Road,Hackney,London,1,0,0,Mixed
139815,Enfield,Ark John Keats Academy,Good,Bell Lane,,London,1,1,1,Mixed
139817,Barnet,The Hyde School,Outstanding,Hyde Crescent,,London,1,0,0,Mixed
